X,Y,Z,slop(x),slop(x/z),slop(1/z),slop(1/x),slop(z/x),slop(z),Label
868.476731,0.750461,-5.030629,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301,11
1045.979778,0.746722,14.723067,0.977605,-2.157401686,2.206823498,-1.02,-0.463520543,0.45314,12
330.058335,0.696091,-69.821857,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719,16
-363.291107,0.745381,98.996966,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194,1
-3.88852,0.749374,-45.594588,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619,9
-434.99741,0.680672,-99.273111,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505,10
-30.445863,0.744838,87.077169,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205,7
113.968243,0.746216,-2.222415,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
890.042349,0.754196,18.810695,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299,5
1047.401286,0.746214,0.553081,-1.714372,22.21869127,12.96025091,0.583,0.045007151,0.077159,6
321.924908,0.696091,-70.620449,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719,16
1037.666577,0.696091,-0.344484,-1.626717,10.1893341,6.263741082,0.615,0.09814184,0.159649,16
600.983826,0.754196,53.064573,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299,5
1063.642481,0.743618,38.243251,0.718963,-0.54162721,0.75334504,-1.39,-1.846288335,1.327413,15
1064.618361,0.74481,13.899225,-0.133534,0.076728244,0.574597064,7.49,13.03301032,1.74035,15
541.050851,0.750461,-15.20865,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011,11
634.373383,0.745906,16.733431,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279,2
-39.184206,0.746095,-140.207629,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865,14
616.937893,0.746084,-0.536015,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439,8
852.472427,0.744838,15.902592,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205,7
890.899292,0.749374,-6.344502,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619,9
1041.382933,0.748329,0.039504,-0.995512,2.06350246,2.07280521,1,0.484612943,0.482438,3
1065.236507,0.744146,-46.303452,1.063656,0.999248442,-0.939447004,-0.94,1.000752123,-1.064456,6
125.214369,0.746216,-2.190978,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
-151.523134,0.746084,-2.193759,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439,8
1025.223318,0.7449,-1.357005,-1.355878,2.183223733,1.61019187,0.738,0.45803826,0.621044,6
263.354345,0.746279,43.63666,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648,0
782.276903,0.696091,-25.420152,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718,16
533.288083,0.746216,-1.050277,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
1044.17545,0.696095,0.289463,-1.628031,10.39896651,6.387449938,0.614,0.096163402,0.156557,16
1021.87837,0.744685,26.272599,0.103869,0.059680628,-0.574575934,-9.63,16.75585593,-1.740414,15
747.636118,0.744838,24.353748,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049,7
1005.036407,0.658266,2.609822,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813,4
1031.576894,0.745381,1.382596,-1.774809,-14.35766984,-8.089698578,0.563,-0.069649185,-0.123614,1
127.482426,0.746084,-1.591881,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439,8
1036.262488,0.748367,-9.383254,0.447458,-0.452534532,1.011345271,-2.23,-2.209776113,0.988782,3
-110.802148,0.745906,46.592516,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278,2
-495.656985,0.744838,124.579173,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049,7
1021.207442,0.744544,-44.613165,0.858762,-0.716708869,0.834583818,-1.16,-1.395266675,1.198202,6
632.787423,0.749374,-17.666642,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619,9
1042.243393,0.745918,0.304151,-1.728326,18.66583867,10.79995248,0.579,0.053573805,0.092593,6
750.808056,0.750461,-8.688355,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011,11
-0.149633,0.745906,42.158684,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279,2
822.06946,0.749374,-9.36374,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619,9
1041.774247,0.744941,44.299872,1.724703,-19.52435021,11.32041297,-0.58,-0.051218094,0.088336,15
1050.701545,0.748221,-3.878491,-0.605235,-0.590666218,-0.975928718,1.65,-1.693003544,-1.024665,3
1041.17374,0.74511,13.787258,1.369044,3.337096892,-2.437538087,-0.73,0.299661662,-0.41025,12
1018.998231,0.745917,-26.197017,0.092362,-0.053448128,0.578680932,-10.8,-18.70972911,1.728068,6
130.04259,0.744162,-57.922724,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984,13
1043.550937,0.744913,44.100335,1.729831,-18.25178315,10.5511944,-0.578,-0.054789167,0.094776,15
197.510893,0.746216,-1.988886,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
-196.987765,0.696091,-121.570608,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718,16
954.032601,0.744838,7.715535,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049,7
589.120825,0.658266,26.720349,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813,4
819.021781,0.750461,-6.567934,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011,11
-99.311696,0.749374,-49.780349,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619,9
-430.657074,0.745906,59.40906,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278,2
1033.723439,0.746884,-49.901967,1.69603,124.3150334,-73.2976618,-0.59,0.008044079,-0.013643,6
1051.706201,0.748895,-8.9243,0.164384,0.135101106,-0.821862867,-6.08,7.401863928,-1.216748,3
302.415838,0.745906,30.034926,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279,2
-267.12344,0.746279,73.007701,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632,0
1062.657866,0.744347,39.565071,0.920511,-0.777821905,0.844989256,-1.09,-1.285641345,1.183447,15
1056.062308,0.742105,0.190044,-1.55985,5.464319119,3.503105503,0.641,0.183005417,0.285461,15
1020.928551,0.745381,2.126043,-1.774661,-14.29748477,-8.056459669,0.563,-0.069942372,-0.124124,1
1066.57698,0.744493,-4.491344,-0.887153,-0.752637169,-0.848373583,1.13,-1.32866146,-1.178726,6
309.802241,0.749372,8.537058,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701,17
-358.041361,0.745906,56.499358,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279,2
978.500896,0.749374,-2.501837,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619,9
567.514051,0.746084,-0.642633,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439,8
350.136889,0.746216,-1.562245,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491,-1
970.648115,0.744162,-4.30268,-1.708547,15.67704434,9.175658812,0.585,0.063787534,0.108984,13
806.677185,0.696091,-23.024376,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719,16
671.425504,0.749372,4.519109,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177,17
526.497029,0.744838,42.180405,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049,7
875.16463,0.746095,-21.694575,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649,14
848.971008,0.696091,-18.871699,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718,16
1064.87528,0.742248,35.443877,0.345435,-0.221814042,0.64212961,-2.89,-4.508280863,1.557318,15
448.575825,0.746095,-76.986757,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865,14
969.326607,0.749372,1.209169,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177,17
-35.890481,0.749372,12.378006,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177,17
689.127257,0.746216,-0.614655,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
-77.215898,0.746216,-2.756838,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491,-1
766.24355,0.746216,-0.399089,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491,-1
399.941161,0.746216,-1.423026,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491,-1
1047.2138,0.748252,-14.300362,1.022833,1.733847413,-1.695142231,-0.978,0.576752021,-0.589921,3
-39.076589,0.749372,12.413406,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177,17
257.231459,0.749372,9.121166,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177,17
865.237863,0.696091,-17.274515,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719,16
142.522945,0.658266,52.609521,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814,4
1043.975914,0.745908,-49.567507,1.723743,19.41020877,-11.26050042,-0.58,0.051519281,-0.088806,6
401.268898,0.749374,-27.822259,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619,9
-238.744118,0.745906,51.719133,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279,2
767.292926,0.744838,22.769156,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205,7
14.837377,0.754196,122.523825,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299,5
-444.243961,0.696091,-145.847799,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719,16
211.988101,0.744838,67.533872,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049,7
-11.545619,0.696091,-103.362714,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719,16
163.646698,0.746095,-113.917762,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649,14
-454.004074,0.696091,-146.80611,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718,16
1037.051257,0.745968,0.017091,-1.732598,16.82836524,9.712792719,0.577,0.059423478,0.102957,6
-170.398085,0.746216,-3.017313,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
-224.438844,0.754196,150.878424,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299,5
271.778287,0.754196,92.075933,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903,5
1051.676435,0.748436,-6.070997,-0.354277,-0.355899904,-1.004580889,2.82,-2.809778789,-0.99544,3
683.751492,0.744838,29.503671,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049,7
1047.046201,0.748846,0.036672,-1.374672,-2.699261895,-1.96356796,0.727,-0.370471647,-0.509277,3
-301.388653,0.750461,-41.395852,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011,11
602.443204,0.750461,-13.300271,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011,11
1028.43141,0.745382,-0.669156,-1.659613,6.078901294,3.662842659,0.603,0.164503411,0.273012,6
49.298168,0.749374,-43.261541,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619,9
-122.327625,0.750461,-35.829747,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301,11
126.063392,0.745906,37.101345,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279,2
406.721829,0.746095,-82.41165,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865,14
-333.488319,0.744838,111.506291,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205,7
1044.505103,0.744902,43.787823,1.731233,-18.12543711,10.46966937,-0.578,-0.055171083,0.095514,15
-182.014634,0.750461,-37.685115,-1.705344,32.16962517,18.86400936,0.586,0.031085224,0.053011,11
1051.448554,0.746721,5.119119,-0.37243,0.377709625,1.014176154,2.69,2.64753645,0.986022,12
1025.82644,0.743997,-48.574924,1.479088,-2.742673196,1.854300215,-0.676,-0.364607785,0.539287,6
106.756299,0.746084,-1.636592,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439,8
-1.65729,0.746084,-1.870465,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439,8
247.690076,0.754196,94.930423,-1.60588,-8.438675775,-5.254860746,0.623,-0.118502005,-0.1903,5
106.988625,0.745381,66.085611,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194,1
880.407065,0.754196,19.952491,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299,5
1019.58147,0.745851,-34.961824,0.128653,-0.074357687,0.577970871,-7.77,-13.44850878,1.730191,6
-86.855435,0.746216,-2.783784,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
872.079787,0.658266,10.317285,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814,4
-438.736127,0.658266,86.30497,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814,4
811.520744,0.744838,19.203825,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049,7
-68.479611,0.696091,-108.952857,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718,16
42.135002,0.696091,-98.092008,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719,16
1066.300163,0.743918,-45.238996,0.926957,0.778208643,-0.839530467,-1.08,1.285002433,-1.191142,6
326.37823,0.754196,85.605757,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299,5
796.894264,0.745906,10.221241,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279,2
253.767051,0.680672,-53.144189,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505,10
817.304579,0.746279,12.966024,-1.56485,-18.05964293,-11.54081409,0.639,-0.05537208,-0.086649,0
1043.96056,0.745908,-49.557338,1.723726,19.41307775,-11.26227588,-0.58,0.051511667,-0.088792,6
501.698204,0.746095,-70.101315,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865,14
1029.374071,0.742304,43.618192,1.554964,4.292065981,-2.760234951,-0.643,0.232988031,-0.362288,15
1036.63289,0.746907,8.771595,0.340106,0.338456364,-0.995149641,-2.94,2.954590628,-1.004874,12
632.282213,0.745381,29.324249,-1.77464,-14.28937219,-8.051983606,0.563,-0.069982081,-0.124193,1
117.636468,0.745381,65.340448,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194,1
295.647763,0.746095,-96.808483,-1.60977,7.71520592,4.792738043,0.621,0.129614168,0.208649,14
885.224707,0.754196,19.381593,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299,5
1048.019216,0.744197,-0.188317,-1.242534,1.635182102,1.316005922,0.805,0.611552682,0.759875,12
1042.157049,0.748399,0.395218,-0.985895,2.407411025,2.441853367,1.01,0.415383991,0.409525,3
222.668735,0.746279,45.889306,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648,0
157.207622,0.746095,-114.752361,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649,14
-287.679113,0.746216,-3.345153,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491,-1
-179.091728,0.749374,-53.279919,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619,9
680.194987,0.744162,-22.829931,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984,13
